begintime,sk_object,duration,M8022C0,M8022C1
2022-03-11 06:30:00,20546.0,15,0.0,0.0
2022-03-11 06:30:00,20547.0,15,0.0,0.0
2022-03-11 06:30:00,20548.0,15,0.0,0.0
2022-03-11 06:30:00,20549.0,15,0.0,0.0
2022-03-11 06:30:00,20550.0,15,0.0,0.0
2022-03-11 06:30:00,20551.0,15,0.0,0.0
2022-03-11 06:30:00,20552.0,15,0.0,0.0
2022-03-11 06:30:00,20553.0,15,0.0,0.0
2022-03-11 06:30:00,20554.0,15,0.0,0.0
2022-03-11 06:30:00,20555.0,15,0.0,0.0
2022-03-11 06:30:00,20556.0,15,0.0,0.0
2022-03-11 06:30:00,20557.0,15,0.0,0.0
2022-03-11 06:30:00,20558.0,15,0.0,0.0
2022-03-11 06:30:00,20559.0,15,0.0,0.0
2022-03-11 06:30:00,20560.0,15,0.0,0.0
2022-03-11 06:45:00,20542.0,15,0.0,0.0
2022-03-11 06:45:00,20543.0,15,0.0,0.0
2022-03-11 06:45:00,20544.0,15,0.0,0.0
2022-03-11 06:45:00,20545.0,15,0.0,0.0
2022-03-11 06:45:00,20546.0,15,0.0,0.0
2022-03-11 06:45:00,20547.0,15,0.0,0.0
2022-03-11 06:45:00,20548.0,15,0.0,0.0
2022-03-11 06:45:00,20549.0,15,0.0,0.0
2022-03-11 06:45:00,20550.0,15,0.0,0.0
2022-03-11 06:45:00,20551.0,15,0.0,0.0
2022-03-11 06:45:00,20552.0,15,0.0,0.0
2022-03-11 06:45:00,20553.0,15,0.0,0.0
2022-03-11 06:45:00,20554.0,15,0.0,0.0
2022-03-11 06:45:00,20555.0,15,0.0,0.0
2022-03-11 06:45:00,20556.0,15,0.0,0.0
2022-03-11 06:45:00,20557.0,15,0.0,0.0
2022-03-11 06:45:00,20558.0,15,0.0,0.0
2022-03-11 06:45:00,20559.0,15,0.0,0.0
2022-03-11 06:45:00,20560.0,15,0.0,0.0
2022-03-11 07:00:00,20542.0,15,0.0,0.0
2022-03-11 07:00:00,20543.0,15,0.0,0.0
2022-03-11 07:00:00,20544.0,15,0.0,0.0
2022-03-11 07:00:00,20545.0,15,0.0,0.0
2022-03-11 07:00:00,20546.0,15,0.0,0.0
2022-03-11 07:00:00,20547.0,15,0.0,0.0
2022-03-11 07:00:00,20548.0,15,0.0,0.0
2022-03-11 07:00:00,20549.0,15,0.0,0.0
2022-03-11 07:00:00,20550.0,15,0.0,0.0
2022-03-11 07:00:00,20551.0,15,0.0,0.0
2022-03-11 07:00:00,20552.0,15,0.0,0.0
2022-03-11 07:00:00,20553.0,15,0.0,0.0
2022-03-11 07:00:00,20554.0,15,0.0,0.0
2022-03-11 07:00:00,20555.0,15,0.0,0.0
2022-03-11 07:00:00,20556.0,15,0.0,0.0
2022-03-11 07:00:00,20557.0,15,0.0,0.0
2022-03-11 07:00:00,20558.0,15,0.0,0.0
2022-03-11 07:00:00,20559.0,15,0.0,0.0
2022-03-11 07:00:00,20560.0,15,0.0,0.0
2022-03-11 07:15:00,20542.0,15,0.0,0.0
2022-03-11 07:15:00,20543.0,15,0.0,0.0
2022-03-11 07:15:00,20544.0,15,0.0,0.0
2022-03-11 07:15:00,20545.0,15,0.0,0.0
2022-03-11 07:15:00,20546.0,15,0.0,0.0
2022-03-11 07:15:00,20547.0,15,0.0,0.0
2022-03-11 07:15:00,20548.0,15,0.0,0.0
2022-03-11 07:15:00,20549.0,15,0.0,0.0
2022-03-11 07:15:00,20550.0,15,0.0,0.0
2022-03-11 07:15:00,20551.0,15,0.0,0.0
2022-03-11 07:15:00,20552.0,15,0.0,0.0
2022-03-11 07:15:00,20553.0,15,0.0,0.0
2022-03-11 07:15:00,20554.0,15,0.0,0.0
2022-03-11 07:15:00,20555.0,15,0.0,0.0
2022-03-11 07:15:00,20556.0,15,0.0,0.0
2022-03-11 07:15:00,20557.0,15,0.0,0.0
2022-03-11 07:15:00,20558.0,15,0.0,0.0
2022-03-11 07:15:00,20559.0,15,0.0,0.0
2022-03-11 07:15:00,20560.0,15,0.0,0.0
2022-03-11 07:30:00,20542.0,15,0.0,0.0
2022-03-11 07:30:00,20543.0,15,0.0,0.0
2022-03-11 07:30:00,20544.0,15,0.0,0.0
2022-03-11 07:30:00,20545.0,15,0.0,0.0
2022-03-11 07:30:00,20546.0,15,0.0,0.0
2022-03-11 07:30:00,20547.0,15,0.0,0.0
2022-03-11 07:30:00,20548.0,15,0.0,0.0
2022-03-11 07:30:00,20549.0,15,0.0,0.0
2022-03-11 07:30:00,20550.0,15,0.0,0.0
2022-03-11 07:30:00,20551.0,15,0.0,0.0
2022-03-11 07:30:00,20552.0,15,0.0,0.0
2022-03-11 07:30:00,20553.0,15,0.0,0.0
2022-03-11 07:30:00,20554.0,15,0.0,0.0
2022-03-11 07:30:00,20555.0,15,0.0,0.0
2022-03-11 07:30:00,20556.0,15,0.0,0.0
2022-03-11 07:30:00,20557.0,15,0.0,0.0
2022-03-11 07:30:00,20558.0,15,0.0,0.0
2022-03-11 07:30:00,20559.0,15,0.0,0.0
2022-03-11 07:30:00,20560.0,15,0.0,0.0
2022-03-11 07:45:00,20542.0,15,0.0,0.0
2022-03-11 07:45:00,20543.0,15,0.0,0.0
2022-03-11 07:45:00,20544.0,15,0.0,0.0
2022-03-11 07:45:00,20545.0,15,0.0,0.0
2022-03-11 07:45:00,20546.0,15,0.0,0.0
2022-03-11 07:45:00,20547.0,15,0.0,0.0
2022-03-11 07:45:00,20548.0,15,0.0,0.0
2022-03-11 07:45:00,20549.0,15,0.0,0.0
2022-03-11 07:45:00,20550.0,15,0.0,0.0
2022-03-11 07:45:00,20551.0,15,0.0,0.0
2022-03-11 07:45:00,20552.0,15,0.0,0.0
2022-03-11 07:45:00,20553.0,15,0.0,0.0
2022-03-11 07:45:00,20554.0,15,0.0,0.0
2022-03-11 07:45:00,20555.0,15,0.0,0.0
2022-03-11 07:45:00,20556.0,15,0.0,0.0
2022-03-11 07:45:00,20557.0,15,0.0,0.0
2022-03-11 07:45:00,20558.0,15,0.0,0.0
2022-03-11 07:45:00,20559.0,15,0.0,0.0
2022-03-11 07:45:00,20560.0,15,0.0,0.0
2022-03-11 08:00:00,20542.0,15,0.0,0.0
2022-03-11 08:00:00,20543.0,15,0.0,0.0
2022-03-11 08:00:00,20544.0,15,0.0,0.0
2022-03-11 08:00:00,20545.0,15,0.0,0.0
2022-03-11 08:00:00,20546.0,15,0.0,0.0
2022-03-11 08:00:00,20547.0,15,0.0,0.0
2022-03-11 08:00:00,20548.0,15,0.0,0.0
2022-03-11 08:00:00,20549.0,15,0.0,0.0
2022-03-11 08:00:00,20550.0,15,0.0,0.0
2022-03-11 08:00:00,20551.0,15,0.0,0.0
2022-03-11 08:00:00,20552.0,15,0.0,0.0
2022-03-11 08:00:00,20553.0,15,0.0,0.0
2022-03-11 08:00:00,20554.0,15,0.0,0.0
2022-03-11 08:00:00,20555.0,15,0.0,0.0
2022-03-11 08:00:00,20556.0,15,0.0,0.0
2022-03-11 08:00:00,20557.0,15,0.0,0.0
2022-03-11 08:00:00,20558.0,15,0.0,0.0
2022-03-11 08:00:00,20559.0,15,0.0,0.0
2022-03-11 08:00:00,20560.0,15,0.0,0.0
2022-03-11 08:15:00,20542.0,15,0.0,0.0
2022-03-11 08:15:00,20543.0,15,0.0,0.0
2022-03-11 08:15:00,20544.0,15,0.0,0.0
2022-03-11 08:15:00,20545.0,15,0.0,0.0
2022-03-11 08:15:00,20546.0,15,0.0,0.0
2022-03-11 08:15:00,20547.0,15,0.0,0.0
2022-03-11 08:15:00,20548.0,15,0.0,0.0
2022-03-11 08:15:00,20549.0,15,0.0,0.0
2022-03-11 08:15:00,20550.0,15,0.0,0.0
2022-03-11 08:15:00,20551.0,15,0.0,0.0
2022-03-11 08:15:00,20552.0,15,0.0,0.0
2022-03-11 08:15:00,20553.0,15,0.0,0.0
2022-03-11 08:15:00,20554.0,15,0.0,0.0
2022-03-11 08:15:00,20555.0,15,0.0,0.0
2022-03-11 08:15:00,20556.0,15,0.0,0.0
2022-03-11 08:15:00,20557.0,15,0.0,0.0
2022-03-11 08:15:00,20558.0,15,0.0,0.0
2022-03-11 08:15:00,20559.0,15,0.0,0.0
2022-03-11 08:15:00,20560.0,15,0.0,0.0
2022-03-11 08:30:00,20542.0,15,0.0,0.0
2022-03-11 08:30:00,20543.0,15,0.0,0.0
2022-03-11 08:30:00,20544.0,15,0.0,0.0
2022-03-11 08:30:00,20545.0,15,0.0,0.0
2022-03-11 08:30:00,20546.0,15,0.0,0.0
2022-03-11 08:30:00,20547.0,15,0.0,0.0
2022-03-11 08:30:00,20548.0,15,0.0,0.0
2022-03-11 08:30:00,20549.0,15,0.0,0.0
2022-03-11 08:30:00,20550.0,15,0.0,0.0
2022-03-11 08:30:00,20551.0,15,0.0,0.0
2022-03-11 08:30:00,20552.0,15,0.0,0.0
2022-03-11 08:30:00,20553.0,15,0.0,0.0
2022-03-11 08:30:00,20554.0,15,0.0,0.0
2022-03-11 08:30:00,20555.0,15,0.0,0.0
2022-03-11 08:30:00,20556.0,15,0.0,0.0
2022-03-11 08:30:00,20557.0,15,0.0,0.0
2022-03-11 08:30:00,20558.0,15,0.0,0.0
2022-03-11 08:30:00,20559.0,15,0.0,0.0
2022-03-11 08:30:00,20560.0,15,0.0,0.0
2022-03-11 08:45:00,20542.0,15,0.0,0.0
2022-03-11 08:45:00,20543.0,15,0.0,0.0
2022-03-11 08:45:00,20544.0,15,0.0,0.0
2022-03-11 08:45:00,20545.0,15,0.0,0.0
2022-03-11 08:45:00,20546.0,15,0.0,0.0
2022-03-11 08:45:00,20547.0,15,0.0,0.0
2022-03-11 08:45:00,20548.0,15,0.0,0.0
2022-03-11 08:45:00,20549.0,15,0.0,0.0
2022-03-11 08:45:00,20550.0,15,0.0,0.0
2022-03-11 08:45:00,20551.0,15,0.0,0.0
2022-03-11 08:45:00,20552.0,15,0.0,0.0
2022-03-11 08:45:00,20553.0,15,0.0,0.0
2022-03-11 08:45:00,20554.0,15,0.0,0.0
2022-03-11 08:45:00,20555.0,15,0.0,0.0
2022-03-11 08:45:00,20556.0,15,0.0,0.0
2022-03-11 08:45:00,20557.0,15,0.0,0.0
2022-03-11 08:45:00,20558.0,15,0.0,0.0
2022-03-11 08:45:00,20559.0,15,0.0,0.0
2022-03-11 08:45:00,20560.0,15,0.0,0.0
2022-03-11 09:00:00,20542.0,15,0.0,0.0
2022-03-11 09:00:00,20543.0,15,0.0,0.0
2022-03-11 09:00:00,20544.0,15,0.0,0.0
2022-03-11 09:00:00,20545.0,15,0.0,0.0
2022-03-11 09:00:00,20546.0,15,0.0,0.0
2022-03-11 09:00:00,20547.0,15,0.0,0.0
2022-03-11 09:00:00,20548.0,15,0.0,0.0
2022-03-11 09:00:00,20549.0,15,0.0,0.0
2022-03-11 09:00:00,20550.0,15,0.0,0.0
2022-03-11 09:00:00,20551.0,15,0.0,0.0
2022-03-11 09:00:00,20552.0,15,0.0,0.0
2022-03-11 09:00:00,20553.0,15,0.0,0.0
2022-03-11 09:00:00,20554.0,15,0.0,0.0
2022-03-11 09:00:00,20555.0,15,0.0,0.0
2022-03-11 09:00:00,20556.0,15,0.0,0.0
2022-03-11 09:00:00,20557.0,15,0.0,0.0
2022-03-11 09:00:00,20558.0,15,0.0,0.0
2022-03-11 09:00:00,20559.0,15,0.0,0.0
2022-03-11 09:00:00,20560.0,15,0.0,0.0
2022-03-11 09:15:00,20542.0,15,0.0,0.0
2022-03-11 09:15:00,20543.0,15,0.0,0.0
2022-03-11 09:15:00,20544.0,15,0.0,0.0
2022-03-11 09:15:00,20545.0,15,0.0,0.0
2022-03-11 09:15:00,20546.0,15,0.0,0.0
2022-03-11 09:15:00,20547.0,15,0.0,0.0
2022-03-11 09:15:00,20548.0,15,0.0,0.0
2022-03-11 09:15:00,20549.0,15,0.0,0.0
2022-03-11 09:15:00,20550.0,15,0.0,0.0
2022-03-11 09:15:00,20551.0,15,0.0,0.0
2022-03-11 09:15:00,20552.0,15,0.0,0.0
2022-03-11 09:15:00,20553.0,15,0.0,0.0
2022-03-11 09:15:00,20554.0,15,0.0,0.0
2022-03-11 09:15:00,20555.0,15,0.0,0.0
2022-03-11 09:15:00,20556.0,15,0.0,0.0
2022-03-11 09:15:00,20557.0,15,0.0,0.0
2022-03-11 09:15:00,20558.0,15,0.0,0.0
2022-03-11 09:15:00,20559.0,15,0.0,0.0
2022-03-11 09:15:00,20560.0,15,0.0,0.0
2022-03-11 09:30:00,20542.0,15,0.0,0.0
2022-03-11 09:30:00,20543.0,15,0.0,0.0
2022-03-11 09:30:00,20544.0,15,0.0,0.0
2022-03-11 09:30:00,20545.0,15,0.0,0.0
2022-03-11 09:30:00,20546.0,15,0.0,0.0
2022-03-11 09:30:00,20547.0,15,0.0,0.0
2022-03-11 09:30:00,20548.0,15,0.0,0.0
2022-03-11 09:30:00,20549.0,15,0.0,0.0
2022-03-11 09:30:00,20550.0,15,0.0,0.0
2022-03-11 09:30:00,20551.0,15,0.0,0.0
2022-03-11 09:30:00,20552.0,15,0.0,0.0
2022-03-11 09:30:00,20553.0,15,0.0,0.0
2022-03-11 09:30:00,20554.0,15,0.0,0.0
2022-03-11 09:30:00,20555.0,15,0.0,0.0
2022-03-11 09:30:00,20556.0,15,0.0,0.0
2022-03-11 09:30:00,20557.0,15,0.0,0.0
2022-03-11 09:30:00,20558.0,15,0.0,0.0
2022-03-11 09:30:00,20559.0,15,0.0,0.0
2022-03-11 09:30:00,20560.0,15,0.0,0.0
2022-03-11 09:45:00,20542.0,15,0.0,0.0
2022-03-11 09:45:00,20543.0,15,0.0,0.0
2022-03-11 09:45:00,20544.0,15,0.0,0.0
2022-03-11 09:45:00,20545.0,15,0.0,0.0
2022-03-11 09:45:00,20546.0,15,0.0,0.0
2022-03-11 09:45:00,20547.0,15,0.0,0.0
2022-03-11 09:45:00,20548.0,15,0.0,0.0
2022-03-11 09:45:00,20549.0,15,0.0,0.0
2022-03-11 09:45:00,20550.0,15,0.0,0.0
2022-03-11 09:45:00,20551.0,15,0.0,0.0
2022-03-11 09:45:00,20552.0,15,0.0,0.0
2022-03-11 09:45:00,20553.0,15,0.0,0.0
2022-03-11 09:45:00,20554.0,15,0.0,0.0
2022-03-11 09:45:00,20555.0,15,0.0,0.0
2022-03-11 09:45:00,20556.0,15,0.0,0.0
2022-03-11 09:45:00,20557.0,15,0.0,0.0
2022-03-11 09:45:00,20558.0,15,0.0,0.0
2022-03-11 09:45:00,20559.0,15,0.0,0.0
2022-03-11 09:45:00,20560.0,15,0.0,0.0
2022-03-11 10:00:00,20542.0,15,0.0,0.0
2022-03-11 10:00:00,20543.0,15,0.0,0.0
2022-03-11 10:00:00,20544.0,15,0.0,0.0
2022-03-11 10:00:00,20545.0,15,0.0,0.0
2022-03-11 10:00:00,20546.0,15,0.0,0.0
2022-03-11 10:00:00,20547.0,15,0.0,0.0
2022-03-11 10:00:00,20548.0,15,0.0,0.0
2022-03-11 10:00:00,20549.0,15,0.0,0.0
2022-03-11 10:00:00,20550.0,15,0.0,0.0
2022-03-11 10:00:00,20551.0,15,0.0,0.0
2022-03-11 10:00:00,20552.0,15,0.0,0.0
2022-03-11 10:00:00,20553.0,15,0.0,0.0
2022-03-11 10:00:00,20554.0,15,0.0,0.0
2022-03-11 10:00:00,20555.0,15,0.0,0.0
2022-03-11 10:00:00,20556.0,15,0.0,0.0
2022-03-11 10:00:00,20557.0,15,0.0,0.0
2022-03-11 10:00:00,20558.0,15,0.0,0.0
2022-03-11 10:00:00,20559.0,15,0.0,0.0
2022-03-11 10:00:00,20560.0,15,0.0,0.0
2022-03-11 10:15:00,20542.0,15,0.0,0.0
2022-03-11 10:15:00,20543.0,15,0.0,0.0
2022-03-11 10:15:00,20544.0,15,0.0,0.0
2022-03-11 10:15:00,20545.0,15,0.0,0.0
2022-03-11 10:15:00,20546.0,15,0.0,0.0
2022-03-11 10:15:00,20547.0,15,0.0,0.0
2022-03-11 10:15:00,20548.0,15,0.0,0.0
2022-03-11 10:15:00,20549.0,15,0.0,0.0
2022-03-11 10:15:00,20550.0,15,0.0,0.0
2022-03-11 10:15:00,20551.0,15,0.0,0.0
2022-03-11 10:15:00,20552.0,15,0.0,0.0
2022-03-11 10:15:00,20553.0,15,0.0,0.0
2022-03-11 10:15:00,20554.0,15,0.0,0.0
2022-03-11 10:15:00,20555.0,15,0.0,0.0
2022-03-11 10:15:00,20556.0,15,0.0,0.0
2022-03-11 10:15:00,20557.0,15,0.0,0.0
2022-03-11 10:15:00,20558.0,15,0.0,0.0
2022-03-11 10:15:00,20559.0,15,0.0,0.0
2022-03-11 10:15:00,20560.0,15,0.0,0.0
2022-03-11 10:30:00,20542.0,15,0.0,0.0
2022-03-11 10:30:00,20543.0,15,0.0,0.0
2022-03-11 10:30:00,20544.0,15,0.0,0.0
2022-03-11 10:30:00,20545.0,15,0.0,0.0
2022-03-11 10:30:00,20546.0,15,0.0,0.0
2022-03-11 10:30:00,20547.0,15,0.0,0.0
2022-03-11 10:30:00,20548.0,15,0.0,0.0
2022-03-11 10:30:00,20549.0,15,0.0,0.0
2022-03-11 10:30:00,20550.0,15,0.0,0.0
2022-03-11 10:30:00,20551.0,15,0.0,0.0
2022-03-11 10:30:00,20552.0,15,0.0,0.0
2022-03-11 10:30:00,20553.0,15,0.0,0.0
2022-03-11 10:30:00,20554.0,15,0.0,0.0
2022-03-11 10:30:00,20555.0,15,0.0,0.0
2022-03-11 10:30:00,20556.0,15,0.0,0.0
2022-03-11 10:30:00,20557.0,15,0.0,0.0
2022-03-11 10:30:00,20558.0,15,0.0,0.0
2022-03-11 10:30:00,20559.0,15,0.0,0.0
2022-03-11 10:30:00,20560.0,15,0.0,0.0
2022-03-11 10:45:00,20542.0,15,0.0,0.0
2022-03-11 10:45:00,20543.0,15,0.0,0.0
2022-03-11 10:45:00,20544.0,15,0.0,0.0
2022-03-11 10:45:00,20545.0,15,0.0,0.0
2022-03-11 10:45:00,20546.0,15,0.0,0.0
2022-03-11 10:45:00,20547.0,15,0.0,0.0
2022-03-11 10:45:00,20548.0,15,0.0,0.0
2022-03-11 10:45:00,20549.0,15,0.0,0.0
2022-03-11 10:45:00,20550.0,15,0.0,0.0
2022-03-11 10:45:00,20551.0,15,0.0,0.0
2022-03-11 10:45:00,20552.0,15,0.0,0.0
2022-03-11 10:45:00,20553.0,15,0.0,0.0
2022-03-11 10:45:00,20554.0,15,0.0,0.0
2022-03-11 10:45:00,20555.0,15,0.0,0.0
2022-03-11 10:45:00,20556.0,15,0.0,0.0
2022-03-11 10:45:00,20557.0,15,0.0,0.0
2022-03-11 10:45:00,20558.0,15,0.0,0.0
2022-03-11 10:45:00,20559.0,15,0.0,0.0
2022-03-11 10:45:00,20560.0,15,0.0,0.0
2022-03-11 11:00:00,20542.0,15,0.0,0.0
2022-03-11 11:00:00,20543.0,15,0.0,0.0
2022-03-11 11:00:00,20544.0,15,0.0,0.0
2022-03-11 11:00:00,20545.0,15,0.0,0.0
2022-03-11 11:00:00,20546.0,15,0.0,0.0
2022-03-11 11:00:00,20547.0,15,0.0,0.0
2022-03-11 11:00:00,20548.0,15,0.0,0.0
2022-03-11 11:00:00,20549.0,15,0.0,0.0
2022-03-11 11:00:00,20550.0,15,0.0,0.0
2022-03-11 11:00:00,20551.0,15,0.0,0.0
2022-03-11 11:00:00,20552.0,15,0.0,0.0
2022-03-11 11:00:00,20553.0,15,0.0,0.0
2022-03-11 11:00:00,20554.0,15,0.0,0.0
2022-03-11 11:00:00,20555.0,15,0.0,0.0
2022-03-11 11:00:00,20556.0,15,0.0,0.0
2022-03-11 11:00:00,20557.0,15,0.0,0.0
2022-03-11 11:00:00,20558.0,15,0.0,0.0
2022-03-11 11:00:00,20559.0,15,0.0,0.0
2022-03-11 11:00:00,20560.0,15,0.0,0.0
2022-03-11 11:15:00,20542.0,15,0.0,0.0
2022-03-11 11:15:00,20543.0,15,0.0,0.0
2022-03-11 11:15:00,20544.0,15,0.0,0.0
2022-03-11 11:15:00,20545.0,15,0.0,0.0
2022-03-11 11:15:00,20546.0,15,0.0,0.0
2022-03-11 11:15:00,20547.0,15,0.0,0.0
2022-03-11 11:15:00,20548.0,15,0.0,0.0
2022-03-11 11:15:00,20549.0,15,0.0,0.0
2022-03-11 11:15:00,20550.0,15,0.0,0.0
2022-03-11 11:15:00,20551.0,15,0.0,0.0
2022-03-11 11:15:00,20552.0,15,0.0,0.0
2022-03-11 11:15:00,20553.0,15,0.0,0.0
2022-03-11 11:15:00,20554.0,15,0.0,0.0
2022-03-11 11:15:00,20555.0,15,0.0,0.0
2022-03-11 11:15:00,20556.0,15,0.0,0.0
2022-03-11 11:15:00,20557.0,15,0.0,0.0
2022-03-11 11:15:00,20558.0,15,0.0,0.0
2022-03-11 11:15:00,20559.0,15,0.0,0.0
2022-03-11 11:15:00,20560.0,15,0.0,0.0
2022-03-11 11:30:00,20542.0,15,0.0,0.0
2022-03-11 11:30:00,20543.0,15,0.0,0.0
2022-03-11 11:30:00,20544.0,15,0.0,0.0
2022-03-11 11:30:00,20545.0,15,0.0,0.0
2022-03-11 11:30:00,20546.0,15,0.0,0.0
2022-03-11 11:30:00,20547.0,15,0.0,0.0
2022-03-11 11:30:00,20548.0,15,0.0,0.0
2022-03-11 11:30:00,20549.0,15,0.0,0.0
2022-03-11 11:30:00,20550.0,15,0.0,0.0
2022-03-11 11:30:00,20551.0,15,0.0,0.0
2022-03-11 11:30:00,20552.0,15,0.0,0.0
2022-03-11 11:30:00,20553.0,15,0.0,0.0
2022-03-11 11:30:00,20554.0,15,0.0,0.0
2022-03-11 11:30:00,20555.0,15,0.0,0.0
2022-03-11 11:30:00,20556.0,15,0.0,0.0
2022-03-11 11:30:00,20557.0,15,0.0,0.0
2022-03-11 11:30:00,20558.0,15,0.0,0.0
2022-03-11 11:30:00,20559.0,15,0.0,0.0
2022-03-11 11:30:00,20560.0,15,0.0,0.0
2022-03-11 11:45:00,20542.0,15,0.0,0.0
2022-03-11 11:45:00,20543.0,15,0.0,0.0
2022-03-11 11:45:00,20544.0,15,0.0,0.0
2022-03-11 11:45:00,20545.0,15,0.0,0.0
2022-03-11 11:45:00,20546.0,15,0.0,0.0
2022-03-11 11:45:00,20547.0,15,0.0,0.0
2022-03-11 11:45:00,20548.0,15,0.0,0.0
2022-03-11 11:45:00,20549.0,15,0.0,0.0
2022-03-11 11:45:00,20550.0,15,0.0,0.0
2022-03-11 11:45:00,20551.0,15,0.0,0.0
2022-03-11 11:45:00,20552.0,15,0.0,0.0
2022-03-11 11:45:00,20553.0,15,0.0,0.0
2022-03-11 11:45:00,20554.0,15,0.0,0.0
2022-03-11 11:45:00,20555.0,15,0.0,0.0
2022-03-11 11:45:00,20556.0,15,0.0,0.0
2022-03-11 11:45:00,20557.0,15,0.0,0.0
2022-03-11 11:45:00,20558.0,15,0.0,0.0
2022-03-11 11:45:00,20559.0,15,0.0,0.0
2022-03-11 11:45:00,20560.0,15,0.0,0.0
2022-03-11 12:00:00,20542.0,15,0.0,0.0
2022-03-11 12:00:00,20543.0,15,0.0,0.0
2022-03-11 12:00:00,20544.0,15,0.0,0.0
2022-03-11 12:00:00,20545.0,15,0.0,0.0
2022-03-11 12:00:00,20546.0,15,0.0,0.0
2022-03-11 12:00:00,20547.0,15,0.0,0.0
2022-03-11 12:00:00,20548.0,15,0.0,0.0
2022-03-11 12:00:00,20549.0,15,0.0,0.0
2022-03-11 12:00:00,20550.0,15,0.0,0.0
2022-03-11 12:00:00,20551.0,15,0.0,0.0
2022-03-11 12:00:00,20552.0,15,0.0,0.0
2022-03-11 12:00:00,20553.0,15,0.0,0.0
2022-03-11 12:00:00,20554.0,15,0.0,0.0
2022-03-11 12:00:00,20555.0,15,0.0,0.0
2022-03-11 12:00:00,20556.0,15,0.0,0.0
2022-03-11 12:00:00,20557.0,15,0.0,0.0
2022-03-11 12:00:00,20558.0,15,0.0,0.0
2022-03-11 12:00:00,20559.0,15,0.0,0.0
2022-03-11 12:00:00,20560.0,15,0.0,0.0
2022-03-11 12:15:00,20542.0,15,0.0,0.0
2022-03-11 12:15:00,20543.0,15,0.0,0.0
2022-03-11 12:15:00,20544.0,15,0.0,0.0
2022-03-11 12:15:00,20545.0,15,0.0,0.0
2022-03-11 12:15:00,20546.0,15,0.0,0.0
2022-03-11 12:15:00,20547.0,15,0.0,0.0
2022-03-11 12:15:00,20548.0,15,0.0,0.0
2022-03-11 12:15:00,20549.0,15,0.0,0.0
2022-03-11 12:15:00,20550.0,15,0.0,0.0
2022-03-11 12:15:00,20551.0,15,0.0,0.0
2022-03-11 12:15:00,20552.0,15,0.0,0.0
2022-03-11 12:15:00,20553.0,15,0.0,0.0
2022-03-11 12:15:00,20554.0,15,0.0,0.0
2022-03-11 12:15:00,20555.0,15,0.0,0.0
2022-03-11 12:15:00,20556.0,15,0.0,0.0
2022-03-11 12:15:00,20557.0,15,0.0,0.0
2022-03-11 12:15:00,20558.0,15,0.0,0.0
2022-03-11 12:15:00,20559.0,15,0.0,0.0
2022-03-11 12:15:00,20560.0,15,0.0,0.0
2022-03-11 12:30:00,20542.0,15,0.0,0.0
2022-03-11 12:30:00,20543.0,15,0.0,0.0
2022-03-11 12:30:00,20544.0,15,0.0,0.0
2022-03-11 12:30:00,20545.0,15,0.0,0.0
2022-03-11 12:30:00,20546.0,15,0.0,0.0
2022-03-11 12:30:00,20547.0,15,0.0,0.0
2022-03-11 12:30:00,20548.0,15,0.0,0.0
2022-03-11 12:30:00,20549.0,15,0.0,0.0
2022-03-11 12:30:00,20550.0,15,0.0,0.0
2022-03-11 12:30:00,20551.0,15,0.0,0.0
2022-03-11 12:30:00,20552.0,15,0.0,0.0
2022-03-11 12:30:00,20553.0,15,0.0,0.0
2022-03-11 12:30:00,20554.0,15,0.0,0.0
2022-03-11 12:30:00,20555.0,15,0.0,0.0
2022-03-11 12:30:00,20556.0,15,0.0,0.0
2022-03-11 12:30:00,20557.0,15,0.0,0.0
2022-03-11 12:30:00,20558.0,15,0.0,0.0
2022-03-11 12:30:00,20559.0,15,0.0,0.0
2022-03-11 12:30:00,20560.0,15,0.0,0.0
2022-03-11 12:45:00,20542.0,15,0.0,0.0
2022-03-11 12:45:00,20543.0,15,0.0,0.0
2022-03-11 12:45:00,20544.0,15,0.0,0.0
2022-03-11 12:45:00,20545.0,15,0.0,0.0
2022-03-11 12:45:00,20546.0,15,0.0,0.0
2022-03-11 12:45:00,20547.0,15,0.0,0.0
2022-03-11 12:45:00,20548.0,15,0.0,0.0
2022-03-11 12:45:00,20549.0,15,0.0,0.0
2022-03-11 12:45:00,20550.0,15,0.0,0.0
2022-03-11 12:45:00,20551.0,15,0.0,0.0
2022-03-11 12:45:00,20552.0,15,0.0,0.0
2022-03-11 12:45:00,20553.0,15,0.0,0.0
2022-03-11 12:45:00,20554.0,15,0.0,0.0
2022-03-11 12:45:00,20555.0,15,0.0,0.0
2022-03-11 12:45:00,20556.0,15,0.0,0.0
2022-03-11 12:45:00,20557.0,15,0.0,0.0
2022-03-11 12:45:00,20558.0,15,0.0,0.0
2022-03-11 12:45:00,20559.0,15,0.0,0.0
2022-03-11 12:45:00,20560.0,15,0.0,0.0
2022-03-11 13:00:00,20542.0,15,0.0,0.0
2022-03-11 13:00:00,20543.0,15,0.0,0.0
2022-03-11 13:00:00,20544.0,15,0.0,0.0
2022-03-11 13:00:00,20545.0,15,0.0,0.0
2022-03-11 13:00:00,20546.0,15,0.0,0.0
2022-03-11 13:00:00,20547.0,15,0.0,0.0
2022-03-11 13:00:00,20548.0,15,0.0,0.0
2022-03-11 13:00:00,20549.0,15,0.0,0.0
2022-03-11 13:00:00,20550.0,15,0.0,0.0
