begintime,sk_object,duration,M8069C0,M8069C1
2022-03-11 02:00:00,22398.0,15,0.0,0.0
2022-03-11 02:00:00,22399.0,15,0.0,0.0
2022-03-11 02:00:00,22400.0,15,0.0,0.0
2022-03-11 02:00:00,22401.0,15,0.0,0.0
2022-03-11 02:00:00,22402.0,15,0.0,0.0
2022-03-11 02:00:00,22403.0,15,0.0,0.0
2022-03-11 02:00:00,22404.0,15,0.0,0.0
2022-03-11 02:00:00,22405.0,15,0.0,0.0
2022-03-11 02:00:00,22406.0,15,0.0,0.0
2022-03-11 02:00:00,22407.0,15,0.0,0.0
2022-03-11 02:00:00,22408.0,15,0.0,0.0
2022-03-11 02:00:00,22409.0,15,0.0,0.0
2022-03-11 02:00:00,22410.0,15,0.0,0.0
2022-03-11 02:00:00,22411.0,15,0.0,0.0
2022-03-11 02:00:00,22412.0,15,0.0,0.0
2022-03-11 02:00:00,22413.0,15,0.0,0.0
2022-03-11 02:00:00,22414.0,15,0.0,0.0
2022-03-11 02:00:00,22415.0,15,0.0,0.0
2022-03-11 02:15:00,22397.0,15,0.0,0.0
2022-03-11 02:15:00,22398.0,15,0.0,0.0
2022-03-11 02:15:00,22399.0,15,0.0,0.0
2022-03-11 02:15:00,22400.0,15,0.0,0.0
2022-03-11 02:15:00,22401.0,15,0.0,0.0
2022-03-11 02:15:00,22402.0,15,0.0,0.0
2022-03-11 02:15:00,22403.0,15,0.0,0.0
2022-03-11 02:15:00,22404.0,15,0.0,0.0
2022-03-11 02:15:00,22405.0,15,0.0,0.0
2022-03-11 02:15:00,22406.0,15,0.0,0.0
2022-03-11 02:15:00,22407.0,15,0.0,0.0
2022-03-11 02:15:00,22408.0,15,0.0,0.0
2022-03-11 02:15:00,22409.0,15,0.0,0.0
2022-03-11 02:15:00,22410.0,15,0.0,0.0
2022-03-11 02:15:00,22411.0,15,0.0,0.0
2022-03-11 02:15:00,22412.0,15,0.0,0.0
2022-03-11 02:15:00,22413.0,15,0.0,0.0
2022-03-11 02:15:00,22414.0,15,0.0,0.0
2022-03-11 02:15:00,22415.0,15,0.0,0.0
2022-03-11 02:30:00,22397.0,15,0.0,0.0
2022-03-11 02:30:00,22398.0,15,0.0,0.0
2022-03-11 02:30:00,22399.0,15,0.0,0.0
2022-03-11 02:30:00,22400.0,15,0.0,0.0
2022-03-11 02:30:00,22401.0,15,0.0,0.0
2022-03-11 02:30:00,22402.0,15,0.0,0.0
2022-03-11 02:30:00,22403.0,15,0.0,0.0
2022-03-11 02:30:00,22404.0,15,0.0,0.0
2022-03-11 02:30:00,22405.0,15,0.0,0.0
2022-03-11 02:30:00,22406.0,15,0.0,0.0
2022-03-11 02:30:00,22407.0,15,0.0,0.0
2022-03-11 02:30:00,22408.0,15,0.0,0.0
2022-03-11 02:30:00,22409.0,15,0.0,0.0
2022-03-11 02:30:00,22410.0,15,0.0,0.0
2022-03-11 02:30:00,22411.0,15,0.0,0.0
2022-03-11 02:30:00,22412.0,15,0.0,0.0
2022-03-11 02:30:00,22413.0,15,0.0,0.0
2022-03-11 02:30:00,22414.0,15,0.0,0.0
2022-03-11 02:30:00,22415.0,15,0.0,0.0
2022-03-11 02:45:00,22397.0,15,0.0,0.0
2022-03-11 02:45:00,22398.0,15,0.0,0.0
2022-03-11 02:45:00,22399.0,15,0.0,0.0
2022-03-11 02:45:00,22400.0,15,0.0,0.0
2022-03-11 02:45:00,22401.0,15,0.0,0.0
2022-03-11 02:45:00,22402.0,15,0.0,0.0
2022-03-11 02:45:00,22403.0,15,0.0,0.0
2022-03-11 02:45:00,22404.0,15,0.0,0.0
2022-03-11 02:45:00,22405.0,15,0.0,0.0
2022-03-11 02:45:00,22406.0,15,0.0,0.0
2022-03-11 02:45:00,22407.0,15,0.0,0.0
2022-03-11 02:45:00,22408.0,15,0.0,0.0
2022-03-11 02:45:00,22409.0,15,0.0,0.0
2022-03-11 02:45:00,22410.0,15,0.0,0.0
2022-03-11 02:45:00,22411.0,15,0.0,0.0
2022-03-11 02:45:00,22412.0,15,0.0,0.0
2022-03-11 02:45:00,22413.0,15,0.0,0.0
2022-03-11 02:45:00,22414.0,15,0.0,0.0
2022-03-11 02:45:00,22415.0,15,0.0,0.0
2022-03-11 03:00:00,22397.0,15,0.0,0.0
2022-03-11 03:00:00,22398.0,15,0.0,0.0
2022-03-11 03:00:00,22399.0,15,0.0,0.0
2022-03-11 03:00:00,22400.0,15,0.0,0.0
2022-03-11 03:00:00,22401.0,15,0.0,0.0
2022-03-11 03:00:00,22402.0,15,0.0,0.0
2022-03-11 03:00:00,22403.0,15,0.0,0.0
2022-03-11 03:00:00,22404.0,15,0.0,0.0
2022-03-11 03:00:00,22405.0,15,0.0,0.0
2022-03-11 03:00:00,22406.0,15,0.0,0.0
2022-03-11 03:00:00,22407.0,15,0.0,0.0
2022-03-11 03:00:00,22408.0,15,0.0,0.0
2022-03-11 03:00:00,22409.0,15,0.0,0.0
2022-03-11 03:00:00,22410.0,15,0.0,0.0
2022-03-11 03:00:00,22411.0,15,0.0,0.0
2022-03-11 03:00:00,22412.0,15,0.0,0.0
2022-03-11 03:00:00,22413.0,15,0.0,0.0
2022-03-11 03:00:00,22414.0,15,0.0,0.0
2022-03-11 03:00:00,22415.0,15,0.0,0.0
2022-03-11 03:15:00,22397.0,15,0.0,0.0
2022-03-11 03:15:00,22398.0,15,0.0,0.0
2022-03-11 03:15:00,22399.0,15,0.0,0.0
2022-03-11 03:15:00,22400.0,15,0.0,0.0
2022-03-11 03:15:00,22401.0,15,0.0,0.0
2022-03-11 03:15:00,22402.0,15,0.0,0.0
2022-03-11 03:15:00,22403.0,15,0.0,0.0
2022-03-11 03:15:00,22404.0,15,0.0,0.0
2022-03-11 03:15:00,22405.0,15,0.0,0.0
2022-03-11 03:15:00,22406.0,15,0.0,0.0
2022-03-11 03:15:00,22407.0,15,0.0,0.0
2022-03-11 03:15:00,22408.0,15,0.0,0.0
2022-03-11 03:15:00,22409.0,15,0.0,0.0
2022-03-11 03:15:00,22410.0,15,0.0,0.0
2022-03-11 03:15:00,22411.0,15,0.0,0.0
2022-03-11 03:15:00,22412.0,15,0.0,0.0
2022-03-11 03:15:00,22413.0,15,0.0,0.0
2022-03-11 03:15:00,22414.0,15,0.0,0.0
2022-03-11 03:15:00,22415.0,15,0.0,0.0
2022-03-11 03:30:00,22397.0,15,0.0,0.0
2022-03-11 03:30:00,22398.0,15,0.0,0.0
2022-03-11 03:30:00,22399.0,15,0.0,0.0
2022-03-11 03:30:00,22400.0,15,0.0,0.0
2022-03-11 03:30:00,22401.0,15,0.0,0.0
2022-03-11 03:30:00,22402.0,15,0.0,0.0
2022-03-11 03:30:00,22403.0,15,0.0,0.0
2022-03-11 03:30:00,22404.0,15,0.0,0.0
2022-03-11 03:30:00,22405.0,15,0.0,0.0
2022-03-11 03:30:00,22406.0,15,0.0,0.0
2022-03-11 03:30:00,22407.0,15,0.0,0.0
2022-03-11 03:30:00,22408.0,15,0.0,0.0
2022-03-11 03:30:00,22409.0,15,0.0,0.0
2022-03-11 03:30:00,22410.0,15,0.0,0.0
2022-03-11 03:30:00,22411.0,15,0.0,0.0
2022-03-11 03:30:00,22412.0,15,0.0,0.0
2022-03-11 03:30:00,22413.0,15,0.0,0.0
2022-03-11 03:30:00,22414.0,15,0.0,0.0
2022-03-11 03:30:00,22415.0,15,0.0,0.0
2022-03-11 03:45:00,22397.0,15,0.0,0.0
2022-03-11 03:45:00,22398.0,15,0.0,0.0
2022-03-11 03:45:00,22399.0,15,0.0,0.0
2022-03-11 03:45:00,22400.0,15,0.0,0.0
2022-03-11 03:45:00,22401.0,15,0.0,0.0
2022-03-11 03:45:00,22402.0,15,0.0,0.0
2022-03-11 03:45:00,22403.0,15,0.0,0.0
2022-03-11 03:45:00,22404.0,15,0.0,0.0
2022-03-11 03:45:00,22405.0,15,0.0,0.0
2022-03-11 03:45:00,22406.0,15,0.0,0.0
2022-03-11 03:45:00,22407.0,15,0.0,0.0
2022-03-11 03:45:00,22408.0,15,0.0,0.0
2022-03-11 03:45:00,22409.0,15,0.0,0.0
2022-03-11 03:45:00,22410.0,15,0.0,0.0
2022-03-11 03:45:00,22411.0,15,0.0,0.0
2022-03-11 03:45:00,22412.0,15,0.0,0.0
2022-03-11 03:45:00,22413.0,15,0.0,0.0
2022-03-11 03:45:00,22414.0,15,0.0,0.0
2022-03-11 03:45:00,22415.0,15,0.0,0.0
2022-03-11 04:00:00,22397.0,15,0.0,0.0
2022-03-11 04:00:00,22398.0,15,0.0,0.0
2022-03-11 04:00:00,22399.0,15,0.0,0.0
2022-03-11 04:00:00,22400.0,15,0.0,0.0
2022-03-11 04:00:00,22401.0,15,0.0,0.0
2022-03-11 04:00:00,22402.0,15,0.0,0.0
2022-03-11 04:00:00,22403.0,15,0.0,0.0
2022-03-11 04:00:00,22404.0,15,0.0,0.0
2022-03-11 04:00:00,22405.0,15,0.0,0.0
2022-03-11 04:00:00,22406.0,15,0.0,0.0
2022-03-11 04:00:00,22407.0,15,0.0,0.0
2022-03-11 04:00:00,22408.0,15,0.0,0.0
2022-03-11 04:00:00,22409.0,15,0.0,0.0
2022-03-11 04:00:00,22410.0,15,0.0,0.0
2022-03-11 04:00:00,22411.0,15,0.0,0.0
2022-03-11 04:00:00,22412.0,15,0.0,0.0
2022-03-11 04:00:00,22413.0,15,0.0,0.0
2022-03-11 04:00:00,22414.0,15,0.0,0.0
2022-03-11 04:00:00,22415.0,15,0.0,0.0
2022-03-11 04:15:00,22397.0,15,0.0,0.0
2022-03-11 04:15:00,22398.0,15,0.0,0.0
2022-03-11 04:15:00,22399.0,15,0.0,0.0
2022-03-11 04:15:00,22400.0,15,0.0,0.0
2022-03-11 04:15:00,22401.0,15,0.0,0.0
2022-03-11 04:15:00,22402.0,15,0.0,0.0
2022-03-11 04:15:00,22403.0,15,0.0,0.0
2022-03-11 04:15:00,22404.0,15,0.0,0.0
2022-03-11 04:15:00,22405.0,15,0.0,0.0
2022-03-11 04:15:00,22406.0,15,0.0,0.0
2022-03-11 04:15:00,22407.0,15,0.0,0.0
2022-03-11 04:15:00,22408.0,15,0.0,0.0
2022-03-11 04:15:00,22409.0,15,0.0,0.0
2022-03-11 04:15:00,22410.0,15,0.0,0.0
2022-03-11 04:15:00,22411.0,15,0.0,0.0
2022-03-11 04:15:00,22412.0,15,0.0,0.0
2022-03-11 04:15:00,22413.0,15,0.0,0.0
2022-03-11 04:15:00,22414.0,15,0.0,0.0
2022-03-11 04:15:00,22415.0,15,0.0,0.0
2022-03-11 04:30:00,22397.0,15,0.0,0.0
2022-03-11 04:30:00,22398.0,15,0.0,0.0
2022-03-11 04:30:00,22399.0,15,0.0,0.0
2022-03-11 04:30:00,22400.0,15,0.0,0.0
2022-03-11 04:30:00,22401.0,15,0.0,0.0
2022-03-11 04:30:00,22402.0,15,0.0,0.0
2022-03-11 04:30:00,22403.0,15,0.0,0.0
2022-03-11 04:30:00,22404.0,15,0.0,0.0
2022-03-11 04:30:00,22405.0,15,0.0,0.0
2022-03-11 04:30:00,22406.0,15,0.0,0.0
2022-03-11 04:30:00,22407.0,15,0.0,0.0
2022-03-11 04:30:00,22408.0,15,0.0,0.0
2022-03-11 04:30:00,22409.0,15,0.0,0.0
2022-03-11 04:30:00,22410.0,15,0.0,0.0
2022-03-11 04:30:00,22411.0,15,0.0,0.0
2022-03-11 04:30:00,22412.0,15,0.0,0.0
2022-03-11 04:30:00,22413.0,15,0.0,0.0
2022-03-11 04:30:00,22414.0,15,0.0,0.0
2022-03-11 04:30:00,22415.0,15,0.0,0.0
2022-03-11 04:45:00,22397.0,15,0.0,0.0
2022-03-11 04:45:00,22398.0,15,0.0,0.0
2022-03-11 04:45:00,22399.0,15,0.0,0.0
2022-03-11 04:45:00,22400.0,15,0.0,0.0
2022-03-11 04:45:00,22401.0,15,0.0,0.0
2022-03-11 04:45:00,22402.0,15,0.0,0.0
2022-03-11 04:45:00,22403.0,15,0.0,0.0
2022-03-11 04:45:00,22404.0,15,0.0,0.0
2022-03-11 04:45:00,22405.0,15,0.0,0.0
2022-03-11 04:45:00,22406.0,15,0.0,0.0
2022-03-11 04:45:00,22407.0,15,0.0,0.0
2022-03-11 04:45:00,22408.0,15,0.0,0.0
2022-03-11 04:45:00,22409.0,15,0.0,0.0
2022-03-11 04:45:00,22410.0,15,0.0,0.0
2022-03-11 04:45:00,22411.0,15,0.0,0.0
2022-03-11 04:45:00,22412.0,15,0.0,0.0
2022-03-11 04:45:00,22413.0,15,0.0,0.0
2022-03-11 04:45:00,22414.0,15,0.0,0.0
2022-03-11 04:45:00,22415.0,15,0.0,0.0
2022-03-11 05:00:00,22397.0,15,0.0,0.0
2022-03-11 05:00:00,22398.0,15,0.0,0.0
2022-03-11 05:00:00,22399.0,15,0.0,0.0
2022-03-11 05:00:00,22400.0,15,0.0,0.0
2022-03-11 05:00:00,22401.0,15,0.0,0.0
2022-03-11 05:00:00,22402.0,15,0.0,0.0
2022-03-11 05:00:00,22403.0,15,0.0,0.0
2022-03-11 05:00:00,22404.0,15,0.0,0.0
2022-03-11 05:00:00,22405.0,15,0.0,0.0
2022-03-11 05:00:00,22406.0,15,0.0,0.0
2022-03-11 05:00:00,22407.0,15,0.0,0.0
2022-03-11 05:00:00,22408.0,15,0.0,0.0
2022-03-11 05:00:00,22409.0,15,0.0,0.0
2022-03-11 05:00:00,22410.0,15,0.0,0.0
2022-03-11 05:00:00,22411.0,15,0.0,0.0
2022-03-11 05:00:00,22412.0,15,0.0,0.0
2022-03-11 05:00:00,22413.0,15,0.0,0.0
2022-03-11 05:00:00,22414.0,15,0.0,0.0
2022-03-11 05:00:00,22415.0,15,0.0,0.0
2022-03-11 05:15:00,22397.0,15,0.0,0.0
2022-03-11 05:15:00,22398.0,15,0.0,0.0
2022-03-11 05:15:00,22399.0,15,0.0,0.0
2022-03-11 05:15:00,22400.0,15,0.0,0.0
2022-03-11 05:15:00,22401.0,15,0.0,0.0
2022-03-11 05:15:00,22402.0,15,0.0,0.0
2022-03-11 05:15:00,22403.0,15,0.0,0.0
2022-03-11 05:15:00,22404.0,15,0.0,0.0
2022-03-11 05:15:00,22405.0,15,0.0,0.0
2022-03-11 05:15:00,22406.0,15,0.0,0.0
2022-03-11 05:15:00,22407.0,15,0.0,0.0
2022-03-11 05:15:00,22408.0,15,0.0,0.0
2022-03-11 05:15:00,22409.0,15,0.0,0.0
2022-03-11 05:15:00,22410.0,15,0.0,0.0
2022-03-11 05:15:00,22411.0,15,0.0,0.0
2022-03-11 05:15:00,22412.0,15,0.0,0.0
2022-03-11 05:15:00,22413.0,15,0.0,0.0
2022-03-11 05:15:00,22414.0,15,0.0,0.0
2022-03-11 05:15:00,22415.0,15,0.0,0.0
2022-03-11 05:30:00,22397.0,15,0.0,0.0
2022-03-11 05:30:00,22398.0,15,0.0,0.0
2022-03-11 05:30:00,22399.0,15,0.0,0.0
2022-03-11 05:30:00,22400.0,15,0.0,0.0
2022-03-11 05:30:00,22401.0,15,0.0,0.0
2022-03-11 05:30:00,22402.0,15,0.0,0.0
2022-03-11 05:30:00,22403.0,15,0.0,0.0
2022-03-11 05:30:00,22404.0,15,0.0,0.0
2022-03-11 05:30:00,22405.0,15,0.0,0.0
2022-03-11 05:30:00,22406.0,15,0.0,0.0
2022-03-11 05:30:00,22407.0,15,0.0,0.0
2022-03-11 05:30:00,22408.0,15,0.0,0.0
2022-03-11 05:30:00,22409.0,15,0.0,0.0
2022-03-11 05:30:00,22410.0,15,0.0,0.0
2022-03-11 05:30:00,22411.0,15,0.0,0.0
2022-03-11 05:30:00,22412.0,15,0.0,0.0
2022-03-11 05:30:00,22413.0,15,0.0,0.0
2022-03-11 05:30:00,22414.0,15,0.0,0.0
2022-03-11 05:30:00,22415.0,15,0.0,0.0
2022-03-11 05:45:00,22397.0,15,0.0,0.0
2022-03-11 05:45:00,22398.0,15,0.0,0.0
2022-03-11 05:45:00,22399.0,15,0.0,0.0
2022-03-11 05:45:00,22400.0,15,0.0,0.0
2022-03-11 05:45:00,22401.0,15,0.0,0.0
2022-03-11 05:45:00,22402.0,15,0.0,0.0
2022-03-11 05:45:00,22403.0,15,0.0,0.0
2022-03-11 05:45:00,22404.0,15,0.0,0.0
2022-03-11 05:45:00,22405.0,15,0.0,0.0
2022-03-11 05:45:00,22406.0,15,0.0,0.0
2022-03-11 05:45:00,22407.0,15,0.0,0.0
2022-03-11 05:45:00,22408.0,15,0.0,0.0
2022-03-11 05:45:00,22409.0,15,0.0,0.0
2022-03-11 05:45:00,22410.0,15,0.0,0.0
2022-03-11 05:45:00,22411.0,15,0.0,0.0
2022-03-11 05:45:00,22412.0,15,0.0,0.0
2022-03-11 05:45:00,22413.0,15,0.0,0.0
2022-03-11 05:45:00,22414.0,15,0.0,0.0
2022-03-11 05:45:00,22415.0,15,0.0,0.0
2022-03-11 06:00:00,22397.0,15,0.0,0.0
2022-03-11 06:00:00,22398.0,15,0.0,0.0
2022-03-11 06:00:00,22399.0,15,0.0,0.0
2022-03-11 06:00:00,22400.0,15,0.0,0.0
2022-03-11 06:00:00,22401.0,15,0.0,0.0
2022-03-11 06:00:00,22402.0,15,0.0,0.0
2022-03-11 06:00:00,22403.0,15,0.0,0.0
2022-03-11 06:00:00,22404.0,15,0.0,0.0
2022-03-11 06:00:00,22405.0,15,0.0,0.0
2022-03-11 06:00:00,22406.0,15,0.0,0.0
2022-03-11 06:00:00,22407.0,15,0.0,0.0
2022-03-11 06:00:00,22408.0,15,0.0,0.0
2022-03-11 06:00:00,22409.0,15,0.0,0.0
2022-03-11 06:00:00,22410.0,15,0.0,0.0
2022-03-11 06:00:00,22411.0,15,0.0,0.0
2022-03-11 06:00:00,22412.0,15,0.0,0.0
2022-03-11 06:00:00,22413.0,15,0.0,0.0
2022-03-11 06:00:00,22414.0,15,0.0,0.0
2022-03-11 06:00:00,22415.0,15,0.0,0.0
2022-03-11 06:15:00,22397.0,15,0.0,0.0
2022-03-11 06:15:00,22398.0,15,0.0,0.0
2022-03-11 06:15:00,22399.0,15,0.0,0.0
2022-03-11 06:15:00,22400.0,15,0.0,0.0
2022-03-11 06:15:00,22401.0,15,0.0,0.0
2022-03-11 06:15:00,22402.0,15,0.0,0.0
2022-03-11 06:15:00,22403.0,15,0.0,0.0
2022-03-11 06:15:00,22404.0,15,0.0,0.0
2022-03-11 06:15:00,22405.0,15,0.0,0.0
2022-03-11 06:15:00,22406.0,15,0.0,0.0
2022-03-11 06:15:00,22407.0,15,0.0,0.0
2022-03-11 06:15:00,22408.0,15,0.0,0.0
2022-03-11 06:15:00,22409.0,15,0.0,0.0
2022-03-11 06:15:00,22410.0,15,0.0,0.0
2022-03-11 06:15:00,22411.0,15,0.0,0.0
2022-03-11 06:15:00,22412.0,15,0.0,0.0
2022-03-11 06:15:00,22413.0,15,0.0,0.0
2022-03-11 06:15:00,22414.0,15,0.0,0.0
2022-03-11 06:15:00,22415.0,15,0.0,0.0
2022-03-11 06:30:00,22397.0,15,0.0,0.0
2022-03-11 06:30:00,22398.0,15,0.0,0.0
2022-03-11 06:30:00,22399.0,15,0.0,0.0
2022-03-11 06:30:00,22400.0,15,0.0,0.0
