begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL
2022-02-02,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,297252754224.0
2022-02-03,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,282493586656.0
2022-02-04,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,223783640584.0
2022-02-05,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,290610427736.0
2022-02-06,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,612185080736.0
2022-02-08,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,345603901080.0
2022-02-10,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,344008531344.0
2022-02-11,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,338091732456.0
2022-02-12,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,399942677608.0
2022-02-13,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,312152465032.0
2022-02-17,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,198893373728.0
2022-02-18,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,285930805776.0
2022-02-19,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,332896098928.0
2022-02-20,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,401147820384.0
2022-03-01,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",808755.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,241621960808.0
2022-02-02,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,294527446704.0
2022-02-03,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,499788056792.0
2022-02-04,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,397153688920.0
2022-02-05,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,478203946824.0
2022-02-06,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,42222760720.0
2022-02-08,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,475755651376.0
2022-02-10,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,193561865064.0
2022-02-11,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,230512652928.0
2022-02-12,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,85985698656.0
2022-02-13,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,30186881328.0
2022-02-17,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,329129740456.0
2022-02-18,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=7,Cell Name=4G_ECOWASST-7,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",808793.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,67054112320.0
