begintime,sk_object,duration,integrity,M8020C13,M8020C0,M8020C1,M8020C2,M8020C3,M8020C4,M8020C5,M8020C6,M8020C7,M8020C8,M8020C9,M8020C10,M8020C11,M8020C12,M8020C14,M8020C15,M8020C16,M8020C17,M8020C18,M8020C19,M8020C20,M8020C21,M8020C22,M8020C23,M8020C24,M8020C25
2022-03-15,2307.0,2.0,0.1388888888888889,,1.0,0.0,0.0,117.0,0.0,12.0,129.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2022-03-12,2310.0,10.0,0.6944444444444444,,1.0,0.0,0.0,649.0,0.0,10.0,659.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,
2022-03-17,2288.0,5.0,0.3472222222222222,,1.0,0.0,0.0,282.0,0.0,11.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-17,2306.0,7.0,0.4861111111111111,,1.0,0.0,0.0,391.0,0.0,22.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-17,2298.0,6.0,0.4166666666666667,,1.0,0.0,0.0,304.0,0.0,48.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-17,2300.0,7.0,0.4861111111111111,,1.0,0.0,0.0,394.0,0.0,19.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-19,87445.0,4.0,0.2777777777777778,,1.0,0.0,0.0,259.0,0.0,12.0,271.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2022-03-17,2315.0,6.0,0.4166666666666667,,2.0,0.0,1.0,192.0,0.0,161.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11,2323.0,13.0,0.9027777777777778,,0.0,0.0,0.0,831.0,0.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-17,2314.0,6.0,0.4166666666666667,,1.0,0.0,0.0,309.0,0.0,44.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12,2301.0,5.0,0.3472222222222222,,1.0,0.0,1.0,831.0,0.0,1.0,832.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,
2022-03-19,2323.0,16.0,1.1111111111111112,,1.0,0.0,0.0,807.0,0.0,204.0,1011.0,0.0,0.0,0.0,0.0,53.0,1.0,,,,,,,,,,,,
2024-03-09,2299.0,60.0,4.166666666666667,,0.0,0.0,0.0,0.0,0.0,3600.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-10,2325.0,16.0,1.1111111111111112,,2.0,0.0,0.0,927.0,0.0,84.0,1011.0,0.0,0.0,0.0,0.0,53.0,1.0,,,,,,,,,,,,
2024-03-10,2316.0,16.0,1.1111111111111112,,2.0,0.0,0.0,923.0,0.0,88.0,1011.0,0.0,0.0,0.0,0.0,53.0,1.0,,,,,,,,,,,,
2024-03-08,2285.0,6.0,0.4166666666666667,,1.0,0.0,0.0,314.0,0.0,39.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-06,2304.0,2.0,0.1388888888888889,,1.0,0.0,0.0,116.0,0.0,13.0,129.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-08,2305.0,5.0,0.3472222222222222,,1.0,0.0,0.0,282.0,0.0,11.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-10,87442.0,4.0,0.2777777777777778,,1.0,0.0,0.0,259.0,0.0,12.0,271.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-03,2315.0,5.0,0.3472222222222222,,1.0,0.0,1.0,831.0,0.0,1.0,832.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,
2024-03-03,2289.0,5.0,0.3472222222222222,,1.0,0.0,1.0,831.0,0.0,1.0,832.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,
2024-03-08,2317.0,6.0,0.4166666666666667,,1.0,0.0,0.0,305.0,0.0,47.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-03,2316.0,10.0,0.6944444444444444,,1.0,0.0,0.0,646.0,0.0,13.0,659.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,
2024-03-06,2310.0,2.0,0.1388888888888889,,1.0,0.0,0.0,115.0,0.0,14.0,129.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-06,2316.0,2.0,0.1388888888888889,,1.0,0.0,0.0,118.0,0.0,11.0,129.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-08,2294.0,6.0,0.4166666666666667,,1.0,0.0,0.0,307.0,0.0,45.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-08,2291.0,6.0,0.4166666666666667,,1.0,0.0,0.0,308.0,0.0,45.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-15,2325.0,2.0,0.1388888888888889,,1.0,0.0,0.0,116.0,0.0,13.0,129.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-18,2314.0,60.0,4.166666666666667,,0.0,0.0,0.0,0.0,0.0,3600.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2319.0,7.0,0.4861111111111111,,1.0,0.0,0.0,394.0,0.0,19.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-19,2310.0,16.0,1.1111111111111112,,2.0,0.0,0.0,927.0,0.0,84.0,1011.0,0.0,0.0,0.0,0.0,53.0,1.0,,,,,,,,,,,,
2024-03-17,2322.0,7.0,0.4861111111111111,,1.0,0.0,0.0,393.0,0.0,20.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2321.0,6.0,0.4166666666666667,,1.0,0.0,0.0,304.0,0.0,48.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2284.0,6.0,0.4166666666666667,,1.0,0.0,0.0,316.0,0.0,37.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2301.0,6.0,0.4166666666666667,,2.0,0.0,1.0,192.0,0.0,161.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2320.0,6.0,0.4166666666666667,,1.0,0.0,0.0,343.0,0.0,9.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2318.0,6.0,0.4166666666666667,,1.0,0.0,0.0,305.0,0.0,47.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2308.0,6.0,0.4166666666666667,,1.0,0.0,0.0,321.0,0.0,32.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-08,2290.0,5.0,0.3472222222222222,,1.0,0.0,0.0,283.0,0.0,10.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-06,2307.0,2.0,0.1388888888888889,,1.0,0.0,0.0,117.0,0.0,12.0,129.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-03,2310.0,10.0,0.6944444444444444,,1.0,0.0,0.0,649.0,0.0,10.0,659.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,
2024-03-08,2288.0,5.0,0.3472222222222222,,1.0,0.0,0.0,282.0,0.0,11.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-08,2314.0,6.0,0.4166666666666667,,1.0,0.0,0.0,309.0,0.0,44.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2286.0,6.0,0.4166666666666667,,1.0,0.0,0.0,310.0,0.0,43.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-03,2301.0,5.0,0.3472222222222222,,1.0,0.0,1.0,831.0,0.0,1.0,832.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,
2024-03-15,2323.0,2.0,0.1388888888888889,,1.0,0.0,0.0,115.0,0.0,14.0,129.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-10,2323.0,16.0,1.1111111111111112,,1.0,0.0,0.0,807.0,0.0,204.0,1011.0,0.0,0.0,0.0,0.0,53.0,1.0,,,,,,,,,,,,
2024-03-21,2323.0,10.0,0.6944444444444444,,1.0,0.0,0.0,649.0,0.0,10.0,659.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,
2024-03-26,2313.0,6.0,0.4166666666666667,,1.0,0.0,0.0,320.0,0.0,33.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-19,87437.0,4.0,0.2777777777777778,,1.0,0.0,0.0,258.0,0.0,13.0,271.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-17,2302.0,6.0,0.4166666666666667,,1.0,0.0,0.0,309.0,0.0,44.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2324.0,6.0,0.4166666666666667,,1.0,0.0,0.0,344.0,0.0,8.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2296.0,6.0,0.4166666666666667,,1.0,0.0,0.0,323.0,0.0,30.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2312.0,6.0,0.4166666666666667,,1.0,0.0,0.0,310.0,0.0,43.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-28,87439.0,4.0,0.2777777777777778,,1.0,0.0,0.0,257.0,0.0,14.0,271.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-18,2302.0,60.0,4.166666666666667,,0.0,0.0,0.0,0.0,0.0,3600.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-19,87440.0,4.0,0.2777777777777778,,1.0,0.0,0.0,257.0,0.0,14.0,271.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-17,2289.0,6.0,0.4166666666666667,,2.0,0.0,1.0,189.0,0.0,164.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-27,2291.0,60.0,4.166666666666667,,0.0,0.0,0.0,0.0,0.0,3600.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2297.0,6.0,0.4166666666666667,,1.0,0.0,0.0,315.0,0.0,38.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-21,2325.0,10.0,0.6944444444444444,,1.0,0.0,0.0,648.0,0.0,11.0,659.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,
2024-03-17,2292.0,6.0,0.4166666666666667,,1.0,0.0,0.0,346.0,0.0,6.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-18,2286.0,60.0,4.166666666666667,,0.0,0.0,0.0,0.0,0.0,3600.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-26,2303.0,7.0,0.4861111111111111,,1.0,0.0,0.0,393.0,0.0,20.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-28,2304.0,16.0,1.1111111111111112,,1.0,0.0,0.0,808.0,0.0,203.0,1011.0,0.0,0.0,0.0,0.0,53.0,1.0,,,,,,,,,,,,
2024-03-28,87436.0,4.0,0.2777777777777778,,1.0,0.0,0.0,259.0,0.0,12.0,271.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-26,2287.0,5.0,0.3472222222222222,,1.0,0.0,0.0,283.0,0.0,10.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-26,2295.0,5.0,0.3472222222222222,,1.0,0.0,0.0,284.0,0.0,9.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2293.0,7.0,0.4861111111111111,,1.0,0.0,0.0,391.0,0.0,22.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2306.0,7.0,0.4861111111111111,,1.0,0.0,0.0,391.0,0.0,22.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2298.0,6.0,0.4166666666666667,,1.0,0.0,0.0,304.0,0.0,48.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-17,2300.0,7.0,0.4861111111111111,,1.0,0.0,0.0,394.0,0.0,19.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-19,87445.0,4.0,0.2777777777777778,,1.0,0.0,0.0,259.0,0.0,12.0,271.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,
2024-03-17,2315.0,6.0,0.4166666666666667,,2.0,0.0,1.0,192.0,0.0,161.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-11,2323.0,13.0,0.9027777777777778,,0.0,0.0,0.0,831.0,0.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-28,2307.0,16.0,1.1111111111111112,,1.0,0.0,0.0,805.0,0.0,206.0,1011.0,0.0,0.0,0.0,0.0,53.0,1.0,,,,,,,,,,,,
2024-03-27,2312.0,60.0,4.166666666666667,,0.0,0.0,0.0,0.0,0.0,3600.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-21,2296.0,5.0,0.3472222222222222,,1.0,0.0,1.0,831.0,0.0,1.0,832.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,
2024-03-21,2308.0,5.0,0.3472222222222222,,1.0,0.0,1.0,831.0,0.0,1.0,832.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,
2024-03-21,2304.0,10.0,0.6944444444444444,,1.0,0.0,0.0,646.0,0.0,13.0,659.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,
2024-03-21,2313.0,5.0,0.3472222222222222,,1.0,0.0,1.0,831.0,0.0,1.0,832.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,
2024-03-21,2307.0,10.0,0.6944444444444444,,1.0,0.0,0.0,648.0,0.0,11.0,659.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,
2024-03-20,2325.0,13.0,0.9027777777777778,,0.0,0.0,0.0,831.0,0.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-20,2316.0,13.0,0.9027777777777778,,0.0,0.0,0.0,831.0,0.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-20,2307.0,13.0,0.9027777777777778,,0.0,0.0,0.0,831.0,0.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
