begintime,sk_object,duration,integrity,67196184,67196183
2022-02-04,816218.0,86400.0,100.0,0.0,0.0
2022-03-10,816218.0,79200.0,91.66666666666667,0.0,0.0
2022-02-08,816218.0,86400.0,100.0,0.0,0.0
2022-03-09,816218.0,3600.0,4.166666666666667,0.0,0.0
2022-03-12,816218.0,68400.0,79.16666666666667,0.0,0.0
2022-02-20,816218.0,86400.0,100.0,0.0,0.0
2022-02-12,816218.0,86400.0,100.0,0.0,0.0
2022-03-13,816218.0,75600.0,87.5,0.0,0.0
2022-02-10,816218.0,86400.0,100.0,0.0,0.0
2022-03-02,816218.0,86400.0,100.0,0.0,0.0
2022-03-07,816218.0,82800.0,95.83333333333333,0.0,0.0
2022-03-15,816218.0,82800.0,95.83333333333333,0.0,0.0
2022-03-01,816218.0,86400.0,100.0,0.0,0.0
2022-03-14,816218.0,86400.0,100.0,0.0,0.0
2022-03-03,816218.0,86400.0,100.0,0.0,0.0
2022-02-11,816218.0,86400.0,100.0,0.0,0.0
2022-02-03,816218.0,86400.0,100.0,0.0,0.0
2022-02-13,816218.0,86400.0,100.0,0.0,0.0
2022-02-19,816218.0,86400.0,100.0,0.0,0.0
2022-03-11,816218.0,86400.0,100.0,0.0,0.0
2022-02-18,816218.0,86400.0,100.0,0.0,0.0
2022-03-06,816218.0,79200.0,91.66666666666667,0.0,0.0
2022-02-17,816218.0,75600.0,87.5,0.0,0.0
2022-02-06,816218.0,86400.0,100.0,0.0,0.0
2022-02-05,816218.0,86400.0,100.0,0.0,0.0
