begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL
2022-02-02,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,134641003240.0
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,104602331872.0
2022-02-04,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,149875915456.0
2022-02-05,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,171539329624.0
2022-02-06,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,142264356728.0
2022-02-08,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,119518429328.0
2022-02-10,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,188971453040.0
2022-02-11,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,159683570496.0
2022-02-12,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,259914623416.0
2022-02-13,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,161044662088.0
2022-02-17,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,102364059784.0
2022-02-18,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808823.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,117712150224.0
